week,port,region,shipping_mode,avg_wait_days,disruption_index,freight_rate_usd,fuel_price_usd,backlog_teu,on_time_pct
2021-02-14,Antwerp,Africa,container,5.74,30.06,2375.61,2.92,18505,69.5
2016-02-28,Felixstowe,Europe,bulk,4.69,14.99,1561.47,4.5,18258,76.12
2024-06-09,Rotterdam,Europe,ro-ro,1.33,19.86,1453.11,2.12,20144,81.38
2018-02-18,Felixstowe,Middle East,bulk,3.1,50.4,2670.43,2.29,30945,68.68
2019-11-17,Busan,North America,bulk,2.16,10.89,1893.68,2.32,10838,82.41
2020-05-31,Houston,Middle East,container,2.96,4.54,2616.29,2.96,10618,82.72
2017-12-24,Antwerp,Middle East,bulk,2.24,45.28,2072.2,1.76,27290,71.94
2020-05-31,Singapore,North America,container,5.65,19.81,1079.17,2.21,16512,72.76
2021-02-07,Manzanillo,North America,ro-ro,1.67,56.18,2001.75,2.85,30555,69.81
2019-07-21,Valencia,Asia,container,5.28,11.62,2072.11,1.52,13113,75.95
2023-12-03,Houston,North America,tanker,1.85,17.55,1695.35,3.13,6997,81.04
2020-05-03,Long Beach,Middle East,tanker,1.82,69.55,2592.08,2.96,29885,65.5
2017-03-19,Valencia,Middle East,bulk,6.17,21.54,1908.36,1.73,17161,71.2
2024-07-21,Ningbo,Europe,container,3.17,2.98,2035.22,2.09,13603,82.77
2016-09-25,Tanjung Priok,South America,tanker,6.27,37.72,2739.86,2.37,22342,66.14
2019-09-29,Santos,Africa,ro-ro,2.94,10.7,1194.05,1.84,18618,80.91
2023-04-09,Long Beach,Africa,container,5.6,32.01,2815.85,1.88,19370,69.2
2020-06-28,Shanghai,Asia,tanker,3.24,4.08,1391.55,2.6,13376,82.3
2023-03-26,Shanghai,Asia,container,0.2,19.01,2642.22,2.41,20332,83.9
2015-04-05,Savannah,Africa,ro-ro,4.57,29.12,3091.29,2.86,17481,72.12
2019-10-06,Colombo,Middle East,bulk,4.73,42.25,2104.31,3.2,20423,67.87
2023-07-09,Shanghai,North America,ro-ro,4.25,45.49,2010.87,1.57,25113,67.85
2022-05-15,Tanjung Priok,South America,ro-ro,2.99,27.69,3302.75,1.48,17497,75.71
2015-11-01,Tanjung Priok,North America,container,2.26,48.63,2073.62,1.5,21621,70.89
2016-11-13,Savannah,Europe,tanker,0.2,10.44,2305.22,1.79,12597,86.47
2023-04-09,Jebel Ali,Africa,container,5.49,38.85,1644.52,2.49,13229,67.36
2021-10-24,Valencia,Middle East,container,1.99,46.32,2239.77,2.54,27835,72.12
2022-10-30,Felixstowe,Africa,container,0.2,23.68,3313.99,2.08,11600,82.5
2019-03-31,Colombo,Europe,container,1.31,37.53,2481.26,2.98,24269,76.12
2021-06-13,Savannah,Asia,ro-ro,1.37,40.46,1828.15,2.15,20139,75.12
2015-07-26,Valencia,Asia,tanker,3.97,23.14,1380.74,2.14,15956,75.12
2021-10-03,Busan,Europe,tanker,2.38,5.18,696.82,3.41,7051,83.69
2023-10-01,Long Beach,Asia,ro-ro,2.68,26.82,1521.67,1.97,25583,76.59
2020-03-01,Rotterdam,Europe,tanker,2.27,55.04,2905.94,2.72,12660,68.95
2022-11-13,Busan,Europe,ro-ro,6.33,65.6,2965.78,2.88,14736,57.66
2016-10-02,Singapore,Asia,bulk,5.08,32.68,3136.19,2.13,19304,70.04
2021-03-21,Ningbo,North America,container,2.81,6.16,1492.22,2.36,13997,82.53
2022-12-18,Singapore,South America,ro-ro,3.54,37.7,2205.77,3.24,20227,71.61
2018-08-26,Jebel Ali,Europe,tanker,5.06,47.93,2300.35,3.07,24429,65.5
2024-07-14,Busan,Asia,ro-ro,4.05,29.67,1227.47,2.06,16546,73.0
2022-02-06,Rotterdam,Europe,tanker,5.61,17.37,2454.57,1.36,8979,73.57
2015-04-26,Savannah,Europe,tanker,1.14,65.99,2396.18,1.53,24482,67.92
2024-12-08,Durban,Asia,bulk,0.2,20.74,2189.23,2.27,19638,83.38
2022-10-23,Tanjung Priok,Africa,container,2.46,12.79,1499.48,2.22,17877,81.24
2018-11-25,New York/New Jersey,North America,ro-ro,4.67,25.64,1319.58,3.21,23002,72.97
2020-03-01,Houston,Africa,tanker,7.04,32.38,2166.76,2.2,14408,66.21
2021-12-12,Jebel Ali,Europe,ro-ro,3.12,10.91,2126.02,2.77,14259,80.49
2017-01-15,Ningbo,South America,container,3.84,26.58,2800.21,2.69,16685,74.35
2021-05-09,Hamburg,Middle East,container,4.34,10.88,1502.41,2.84,8791,78.06
2019-10-27,Durban,Europe,tanker,4.37,37.28,1750.39,2.37,14724,70.08
2015-07-05,Santos,Europe,bulk,5.05,24.47,2310.58,2.32,16390,72.56
2019-10-27,Hamburg,Middle East,bulk,4.11,56.61,2016.92,2.83,21792,64.8
2017-11-05,Los Angeles,Asia,bulk,2.17,10.9,1763.76,2.93,11394,82.39
2015-05-31,Tanjung Priok,Middle East,ro-ro,4.3,18.98,2615.41,3.5,24745,75.71
2023-02-19,Durban,South America,bulk,4.47,33.57,2144.55,1.68,16413,70.99
2023-02-05,Rotterdam,South America,ro-ro,5.1,28.3,2814.4,1.79,12228,71.31
2022-08-07,Shanghai,Africa,tanker,5.91,15.52,1398.88,2.89,13246,73.52
2020-03-01,Felixstowe,Asia,tanker,4.36,20.21,1395.42,3.01,20598,75.22
2019-08-11,Singapore,South America,tanker,2.4,41.16,2462.86,2.22,30652,72.85
2016-07-03,Houston,Asia,bulk,1.7,39.22,1492.89,2.1,20549,74.83
2017-07-09,Savannah,South America,ro-ro,4.03,57.82,2236.38,2.34,28915,64.59
2021-02-28,Savannah,South America,bulk,0.2,15.12,642.48,2.97,14621,85.06
2021-10-31,Durban,Europe,ro-ro,5.02,6.53,2033.96,2.08,15831,78.0
2020-04-12,Colombo,North America,ro-ro,4.13,33.43,1605.51,3.19,14322,71.71
2023-08-06,Santos,South America,ro-ro,3.51,47.3,1171.82,2.08,17596,68.79
2016-04-10,Rotterdam,North America,ro-ro,6.11,46.65,3226.7,1.87,26950,63.78
2016-02-14,Busan,Middle East,bulk,6.77,12.18,1149.9,2.97,8766,72.81
2016-04-03,Busan,North America,tanker,3.95,16.6,2067.31,2.86,14528,77.12
2019-12-15,Los Angeles,Africa,ro-ro,1.63,40.88,1718.29,0.86,8479,74.48
2023-06-18,Houston,Middle East,bulk,6.15,23.7,2249.46,2.42,14385,70.59
2023-11-12,Ningbo,South America,tanker,4.09,51.57,1534.59,2.57,16268,66.35
2021-06-27,Hamburg,South America,ro-ro,4.76,13.12,2488.74,2.56,13700,76.54
2017-10-29,Durban,Africa,tanker,1.64,37.48,2569.72,2.36,22938,75.48
2015-02-15,Tanjung Priok,North America,tanker,0.33,20.52,2711.3,1.62,15016,83.18
2017-05-07,New York/New Jersey,South America,container,2.88,20.02,1840.25,2.45,11962,78.23
2023-02-12,Rotterdam,Africa,bulk,2.3,40.63,2708.73,3.24,23563,73.21
2019-11-17,Tanjung Priok,Europe,bulk,4.8,6.31,1297.97,3.27,23571,78.51
2015-08-02,Santos,Africa,container,1.41,34.07,2793.91,3.08,18717,76.96
2021-07-04,New York/New Jersey,North America,ro-ro,2.04,25.99,2515.87,2.32,25294,78.12
2022-08-07,Felixstowe,Middle East,ro-ro,4.63,22.27,1981.79,2.47,11793,74.06
2017-09-17,Singapore,Europe,container,1.57,30.73,1677.19,1.97,25195,77.64
2021-02-07,Busan,Europe,ro-ro,4.6,40.94,3086.02,2.91,28689,68.52
2019-12-15,Santos,North America,bulk,0.57,32.57,2314.59,2.2,16063,79.09
2020-02-09,Jebel Ali,Europe,bulk,4.84,11.38,717.61,2.48,11694,76.91
2021-11-21,New York/New Jersey,Asia,ro-ro,1.48,36.15,1942.71,2.65,18847,76.2
2016-11-06,Manzanillo,Asia,container,1.09,65.66,2043.86,1.8,23624,68.12
2016-03-13,Durban,North America,tanker,1.77,35.51,1811.58,2.42,25287,75.81
2016-11-13,Rotterdam,North America,container,1.85,57.03,1522.62,2.46,20972,69.19
2015-02-01,Singapore,Middle East,tanker,3.14,5.11,1909.27,3.19,6922,82.19
2015-07-19,Colombo,South America,tanker,2.78,21.4,2754.0,2.53,9766,78.02
2016-05-15,Rotterdam,Europe,ro-ro,0.2,65.4,3565.6,2.02,29776,69.98
2018-07-29,Durban,Europe,tanker,6.3,8.62,2062.03,1.7,15634,74.81
2016-11-27,Houston,South America,tanker,7.85,24.09,1718.49,2.81,2054,67.07
2018-06-24,Valencia,Africa,bulk,1.49,48.7,1733.56,0.9,19924,72.41
2024-12-15,Houston,Middle East,container,4.43,39.36,1414.92,2.18,13227,69.33
2015-10-04,Durban,North America,tanker,1.96,37.8,3025.39,1.77,16536,74.74
2020-09-20,Savannah,Asia,bulk,5.2,31.7,1797.57,2.75,22300,70.09
2018-04-15,Savannah,Middle East,bulk,4.38,21.24,2099.65,1.49,13329,74.87
2018-01-14,Tanjung Priok,Asia,ro-ro,7.66,2.29,819.23,2.4,8726,73.99
2022-08-21,Valencia,North America,container,5.88,18.76,2600.27,2.22,6347,72.61
2021-08-22,Hamburg,Asia,bulk,3.8,25.68,2402.58,1.82,13229,74.7
2019-09-15,Santos,Europe,ro-ro,0.2,18.39,1959.0,1.86,7763,84.08
2015-10-25,Busan,North America,ro-ro,6.82,49.06,2946.13,2.27,18789,61.64
2016-12-11,Manzanillo,North America,tanker,2.19,26.41,3483.92,1.68,19579,77.7
2022-09-25,Durban,Africa,bulk,3.92,39.45,2599.86,1.57,36801,70.32
2020-07-19,Singapore,Europe,ro-ro,4.08,51.42,3290.81,1.73,21339,66.41
2018-11-18,Ningbo,Africa,ro-ro,3.21,49.59,1999.05,2.38,25050,68.7
2022-12-04,Felixstowe,Middle East,container,4.01,9.68,2823.78,3.31,16812,79.08
2024-08-18,Los Angeles,Middle East,container,5.03,29.12,1830.84,2.66,19712,71.2
2021-04-25,Durban,Middle East,ro-ro,2.75,32.86,2438.58,2.45,15139,74.64
2021-01-03,Santos,Asia,container,2.17,33.65,1540.03,2.12,20538,75.56
2015-10-25,Antwerp,North America,tanker,3.23,12.19,2787.85,2.45,9366,79.88
2018-05-27,Singapore,Africa,container,5.12,47.59,1931.29,1.84,27193,65.48
2015-07-19,Long Beach,Asia,ro-ro,5.73,47.65,3193.86,2.32,16060,64.24
2018-09-09,Busan,South America,container,0.2,20.47,1776.5,3.22,8667,83.46
2023-07-09,Manzanillo,South America,bulk,2.05,21.03,2211.43,2.92,16690,79.59
2024-12-22,Busan,Africa,container,4.11,42.53,2899.31,2.26,30342,69.02
2019-03-17,Savannah,Middle East,bulk,1.86,36.12,2720.66,2.52,14928,75.44
2019-05-05,Singapore,North America,bulk,2.18,42.67,2258.75,1.95,16670,72.84
2024-09-22,Antwerp,South America,container,8.84,21.31,2574.65,2.29,18104,65.93
2015-11-22,Jebel Ali,Europe,container,3.7,4.89,1253.63,2.15,22435,81.13
2020-09-13,Los Angeles,Europe,tanker,3.03,33.67,2571.66,2.75,18181,73.84
2018-06-24,Jebel Ali,Europe,tanker,0.49,11.27,1961.46,2.53,17167,85.64
2022-11-20,Long Beach,Europe,bulk,7.14,42.25,1688.84,0.96,24867,63.04
2019-11-03,Tanjung Priok,Africa,tanker,0.96,36.95,2412.81,2.1,23357,76.99
2023-04-16,Colombo,Africa,tanker,5.83,58.66,2031.59,2.62,24119,60.74
2019-01-06,Shanghai,Middle East,container,5.79,28.44,1611.08,3.07,14943,69.89
2023-02-26,Felixstowe,Middle East,tanker,5.86,45.61,1898.12,2.71,23236,64.6
2018-09-23,Santos,Asia,container,3.22,10.8,2518.69,1.95,9414,80.32
2022-10-02,Long Beach,Africa,ro-ro,2.75,13.24,1660.24,1.89,6010,80.53
2017-07-09,Hamburg,North America,container,3.8,51.37,3341.85,2.6,23451,66.99
2017-04-09,Rotterdam,Middle East,container,0.2,46.8,2929.75,2.29,31808,75.56
2018-08-05,Durban,Asia,bulk,2.76,34.91,2060.92,1.24,20198,74.01
2020-01-12,Jebel Ali,Asia,tanker,2.88,15.93,1464.41,3.09,18147,79.46
2020-08-02,Colombo,Asia,container,1.22,50.24,2170.81,2.74,20046,72.49
2017-05-07,Jebel Ali,Europe,container,2.29,46.04,1582.44,2.52,21126,71.61
2024-10-06,Antwerp,Europe,container,4.26,50.01,2695.71,2.06,19374,66.48
2024-03-17,Santos,North America,container,0.58,31.29,2195.39,2.68,16009,79.45
2019-06-30,Long Beach,Middle East,bulk,0.78,15.02,1880.11,1.82,10723,83.93
2016-08-21,New York/New Jersey,Europe,ro-ro,2.28,85.89,2559.48,2.05,35728,59.67
2022-04-10,Valencia,Africa,bulk,4.33,13.76,1496.52,1.86,14787,77.21
2023-09-03,Tanjung Priok,North America,bulk,3.88,30.94,2391.0,2.58,24590,72.96
2019-02-17,Singapore,North America,container,3.17,12.67,2098.52,2.65,14677,79.86
2017-12-31,Singapore,Asia,bulk,5.93,9.53,1687.26,1.84,16209,75.28
2021-11-14,Valencia,Europe,container,4.07,29.03,2660.11,2.03,20320,73.15
2022-09-04,Jebel Ali,Europe,tanker,3.08,5.69,784.42,2.43,11295,82.13
2024-12-01,New York/New Jersey,Europe,bulk,7.41,29.97,2725.0,3.28,23434,66.19
2018-10-28,Singapore,Africa,ro-ro,7.4,25.84,1562.4,2.05,1891,67.45
2015-06-28,Valencia,North America,bulk,8.43,30.36,1974.36,1.68,23755,64.03
2020-08-23,Durban,Europe,bulk,2.33,5.86,2689.53,2.76,7011,83.58
2021-03-28,Long Beach,North America,container,3.72,16.67,1208.51,2.27,9643,77.56
2023-01-15,Manzanillo,South America,container,3.51,43.45,2636.13,2.88,24749,69.95
2018-04-29,Singapore,Asia,container,3.16,22.4,2798.85,1.77,24541,76.96
2017-10-22,Savannah,Africa,bulk,3.74,9.95,1279.46,2.05,21227,79.54
2015-02-15,Jebel Ali,North America,container,3.24,13.7,2319.79,1.89,10311,79.41
2022-08-07,Colombo,North America,bulk,0.2,58.63,2655.95,0.8,38509,72.01
2015-09-13,Colombo,South America,container,3.88,9.76,976.37,2.85,8376,79.31
2015-05-24,Santos,South America,ro-ro,6.52,37.03,2854.76,2.09,22624,65.85
2020-07-19,Tanjung Priok,Middle East,ro-ro,0.74,38.55,2002.36,3.27,13893,76.96
2019-09-01,Santos,South America,tanker,5.68,15.35,2226.88,2.52,18442,74.04
2021-10-10,Valencia,Middle East,bulk,4.28,47.8,2500.13,1.73,20110,67.1
2023-12-03,Durban,Asia,bulk,3.87,38.5,2441.35,2.6,22285,70.71
2017-10-29,Ningbo,Africa,bulk,3.69,38.47,2562.73,3.27,12922,71.08
2022-08-14,Shanghai,Europe,tanker,5.13,37.59,1431.41,2.63,20199,68.46
2015-05-31,Felixstowe,Asia,bulk,1.31,64.17,1918.73,1.85,17595,68.13
2015-11-01,Valencia,Middle East,bulk,5.68,21.72,1947.44,3.0,17854,72.12
2022-11-20,Houston,Africa,tanker,2.36,42.48,2372.76,1.52,20140,72.54
2019-02-03,Jebel Ali,Middle East,ro-ro,4.14,67.85,2462.27,1.89,32674,61.37
2024-01-14,Valencia,Middle East,ro-ro,5.99,53.23,2806.79,2.91,29406,62.05
2024-02-04,Busan,Asia,tanker,3.6,53.72,3156.73,1.95,18916,66.68
2022-10-30,Houston,Africa,bulk,4.38,40.52,2071.35,2.34,25254,69.08
2019-10-27,Antwerp,Africa,bulk,1.26,45.55,1624.28,3.49,23272,73.82
2018-10-28,Tanjung Priok,Asia,ro-ro,4.56,17.07,1706.44,1.76,18733,75.76
2023-01-08,Busan,Africa,tanker,5.23,30.52,1571.95,1.62,12501,70.38
2019-03-10,Jebel Ali,Europe,ro-ro,3.73,32.05,1520.56,1.59,15837,72.93
2017-02-19,Durban,Africa,ro-ro,8.44,49.98,3310.14,1.87,22543,58.13
2020-11-22,Tanjung Priok,Middle East,container,7.67,11.27,1403.59,3.25,11775,71.28
2018-12-02,Antwerp,Asia,bulk,7.31,20.72,2221.7,1.61,16695,69.16
2022-07-17,Manzanillo,Middle East,bulk,4.24,57.57,2516.41,3.05,36005,64.25
2023-09-10,Los Angeles,Africa,bulk,3.56,40.68,2802.63,2.82,25468,70.68
2022-07-31,Colombo,Africa,bulk,5.5,30.67,2423.27,1.53,21227,69.8
2020-05-10,Colombo,Europe,ro-ro,4.99,23.29,2635.55,2.87,17189,73.03
2018-11-18,Houston,Middle East,tanker,3.47,20.98,2210.32,3.18,6032,76.77
2024-03-10,Hamburg,Africa,bulk,4.14,48.13,2441.84,2.87,8641,67.28
2024-07-21,Singapore,South America,container,5.64,60.51,1725.93,2.46,25092,60.57
2016-11-27,New York/New Jersey,North America,container,0.2,13.18,1442.18,3.5,16478,85.65
2015-03-01,Long Beach,Asia,container,1.92,44.35,2076.47,1.53,20465,72.85
2021-02-21,Busan,Europe,bulk,3.91,5.72,1811.38,2.9,19992,80.46
2019-03-10,Ningbo,North America,tanker,6.67,69.1,3283.79,2.3,32133,55.93
2021-03-14,Colombo,Middle East,ro-ro,0.67,22.74,855.47,2.12,21345,81.84
2021-08-22,Rotterdam,Asia,tanker,5.73,30.84,1451.93,1.43,19206,69.29
2016-12-25,Durban,Europe,bulk,2.61,32.47,2825.54,1.89,22051,75.04
2018-03-18,Felixstowe,North America,ro-ro,2.95,27.11,1652.27,2.81,15222,75.97
2018-02-11,Durban,South America,ro-ro,1.9,78.03,3111.96,2.34,31288,62.79
2020-07-05,Hamburg,North America,bulk,0.74,5.52,1812.41,1.62,7270,86.86
2023-09-24,Savannah,North America,bulk,2.68,5.79,2673.56,2.97,24483,82.9
2022-06-26,Santos,Middle East,ro-ro,4.69,51.03,2300.09,2.65,12736,65.31
2018-05-06,Los Angeles,South America,tanker,4.59,20.79,2082.58,2.67,13506,74.58
2023-08-27,Colombo,South America,bulk,3.57,20.53,1699.61,2.19,12101,76.7
2023-10-15,Los Angeles,Middle East,tanker,3.88,27.62,1592.93,2.48,23965,73.95
2021-08-29,New York/New Jersey,Asia,container,4.09,41.43,1452.8,2.07,19579,69.39
2018-06-24,Houston,South America,tanker,4.81,36.72,2843.03,1.72,30368,69.36
2022-09-25,Houston,North America,bulk,5.72,20.75,1843.73,2.15,20222,72.34
2021-04-18,Ningbo,Africa,container,3.71,17.72,1877.87,2.85,31244,77.26
2021-12-19,Tanjung Priok,Middle East,container,1.7,19.95,2357.59,3.93,19171,80.61
2023-03-12,Rotterdam,Asia,tanker,1.81,19.57,2039.32,2.43,8664,80.51
2018-10-07,Manzanillo,Asia,container,4.19,14.23,1559.64,3.21,15527,77.35
2024-08-11,Singapore,Europe,container,4.34,36.75,2484.61,2.14,20938,70.29
2019-09-08,Ningbo,Asia,ro-ro,4.71,49.03,2253.37,2.81,21184,65.87
2023-07-02,Singapore,North America,tanker,2.67,9.04,1911.29,2.23,9490,81.95
2023-12-31,New York/New Jersey,Asia,container,6.1,11.84,1451.15,3.3,14787,74.25
2017-07-23,Tanjung Priok,North America,container,5.22,17.05,2801.99,2.62,12189,74.45
2020-12-06,Jebel Ali,Europe,ro-ro,1.66,27.15,2826.83,2.78,13095,78.54
2022-06-19,Jebel Ali,North America,tanker,2.65,20.45,2820.79,1.81,10648,78.56
2022-05-15,Singapore,Asia,ro-ro,4.62,9.27,1833.08,2.04,14590,77.98
2022-12-25,Singapore,Europe,tanker,2.8,30.94,2170.91,1.56,20134,75.12
2020-02-16,Durban,Europe,ro-ro,4.96,33.71,2630.58,2.35,11605,69.97
2020-07-12,Shanghai,North America,ro-ro,3.14,16.11,2045.24,2.99,18552,78.89
2016-08-28,Singapore,South America,container,3.92,44.68,2457.59,2.17,15588,68.76
2015-06-14,Houston,North America,bulk,4.61,10.71,1939.19,2.49,11340,77.57
2016-06-19,Rotterdam,Asia,container,3.61,39.73,2604.7,1.18,29338,70.86
2018-01-07,Colombo,Europe,container,4.57,35.0,2194.32,1.94,18877,70.36
2016-06-26,Los Angeles,Africa,container,5.17,13.97,1452.44,3.41,8106,75.47
2021-09-12,Tanjung Priok,North America,bulk,4.3,39.46,3186.39,3.4,20172,69.56
2024-01-14,Singapore,Africa,container,4.45,25.03,2353.44,3.43,18464,73.59
2017-05-21,Long Beach,Africa,bulk,1.59,28.48,2712.27,2.08,15628,78.28
2018-12-02,New York/New Jersey,Europe,container,2.58,21.13,2856.4,2.92,21188,78.5
2016-10-16,Los Angeles,Middle East,bulk,5.42,26.93,1920.11,2.99,11486,71.08
2019-02-17,Long Beach,Africa,container,0.87,9.29,1220.6,2.8,14083,85.47
2022-08-07,Singapore,Africa,bulk,0.2,24.81,1036.16,2.54,17834,82.16
2024-05-05,Antwerp,Africa,ro-ro,4.71,68.73,3720.1,2.8,24032,59.96
2018-08-26,Santos,Asia,container,5.47,62.03,2725.05,3.23,22062,60.45
2023-09-10,Rotterdam,South America,container,4.3,33.8,2547.72,2.13,16307,71.26
2016-07-24,Rotterdam,Europe,tanker,4.38,4.38,502.33,2.02,10857,79.93
2017-10-29,Durban,South America,bulk,6.81,8.26,2232.52,2.85,12694,73.9
2017-06-04,New York/New Jersey,Europe,bulk,2.86,34.38,1602.32,2.11,23353,73.97
2021-04-25,Hamburg,Europe,ro-ro,0.49,15.65,1751.21,2.17,14890,84.32
2020-10-25,Tanjung Priok,Middle East,tanker,4.8,35.84,2193.57,3.56,19864,69.65
2019-04-14,Felixstowe,Asia,tanker,0.75,29.04,1631.62,2.58,13419,79.79
2019-09-22,Manzanillo,North America,tanker,2.88,34.37,2606.88,3.42,14367,73.93
2020-07-12,Rotterdam,North America,container,7.32,52.05,3043.44,2.0,26239,59.74
2016-03-27,Santos,Asia,container,4.09,24.89,1195.26,1.7,19445,74.35
2023-06-11,New York/New Jersey,Africa,ro-ro,3.12,8.44,2650.94,2.88,9833,81.23
2015-03-29,New York/New Jersey,Asia,tanker,1.72,40.12,1046.01,2.91,21421,74.52
2016-04-17,Colombo,Asia,tanker,5.38,40.54,2276.86,2.53,24853,67.08
2023-11-05,Busan,Africa,ro-ro,2.28,63.64,2808.27,2.68,16242,66.35
2022-04-10,Santos,Asia,ro-ro,2.83,47.65,2889.93,1.59,21959,70.04
2021-02-21,Durban,Africa,bulk,3.71,6.33,2680.74,2.72,13872,80.68
2019-06-23,Colombo,Europe,container,2.37,19.12,1450.01,2.33,7968,79.52
2021-12-05,Felixstowe,Middle East,ro-ro,2.01,31.94,1037.67,1.39,18875,76.4
2021-05-16,Jebel Ali,Middle East,ro-ro,2.2,32.93,2926.58,2.68,21120,75.72
2023-11-19,Houston,Europe,ro-ro,6.04,12.6,2206.55,2.76,9908,74.14
2023-03-26,Los Angeles,Europe,tanker,4.54,41.55,2672.93,1.71,19142,68.46
2022-06-26,Houston,Middle East,tanker,6.98,26.3,2782.89,2.72,16477,68.15
2015-04-12,Felixstowe,Africa,bulk,5.68,6.66,2404.72,1.3,9700,76.64
2017-12-17,Colombo,Europe,bulk,4.6,21.74,2145.62,3.07,16253,74.28
2016-11-13,Los Angeles,Middle East,ro-ro,3.57,38.51,1720.29,2.65,16974,71.31
2017-12-10,Shanghai,Asia,bulk,4.8,28.96,1884.31,2.44,23392,71.71
2015-06-07,Santos,Middle East,bulk,4.82,3.29,1418.81,3.08,12625,79.37
2020-12-13,Durban,Asia,bulk,3.57,19.68,2387.77,3.98,15471,76.96
2018-09-23,Santos,South America,ro-ro,2.13,52.58,2393.51,3.35,24988,69.97
2023-07-02,Felixstowe,Europe,ro-ro,2.95,26.64,1665.93,3.67,23007,76.11
2016-03-06,Busan,North America,container,4.48,8.12,1423.04,1.82,10437,78.6
2021-05-09,Santos,South America,tanker,2.38,35.84,2213.56,3.05,16946,74.49
2017-10-08,Hamburg,South America,ro-ro,1.36,16.25,2017.83,1.66,11536,82.4
2019-03-31,Felixstowe,Middle East,container,0.9,60.53,2540.25,3.32,29395,70.04
2021-01-17,Rotterdam,Asia,tanker,4.27,11.52,1457.08,2.14,20018,78.0
2023-06-04,Tanjung Priok,North America,bulk,3.46,12.82,1964.65,0.8,10155,79.23
2020-07-12,Singapore,Africa,tanker,2.44,15.6,2370.58,2.95,8737,80.44
2017-07-09,Busan,South America,ro-ro,0.2,32.7,1997.78,3.03,19103,79.79
2016-03-27,Los Angeles,Middle East,tanker,3.75,71.09,3185.84,3.19,32920,61.17
2023-03-12,Hamburg,Europe,tanker,5.9,38.6,1563.35,2.11,21419,66.62
2019-08-04,Singapore,Africa,ro-ro,4.01,11.82,1014.32,3.04,15488,78.43
2020-07-05,Durban,Asia,tanker,5.02,46.21,2136.06,2.56,21661,66.1
2018-10-28,Houston,Asia,bulk,5.33,21.25,1651.06,3.08,10184,72.96
2019-08-25,Hamburg,Middle East,ro-ro,5.11,6.69,2501.51,1.68,15681,77.77
2015-05-17,Singapore,South America,container,2.1,30.17,2382.22,3.46,10226,76.75
2022-07-17,Houston,South America,tanker,2.89,26.17,1703.8,2.12,12509,76.37
2016-08-07,Manzanillo,Middle East,ro-ro,5.5,11.04,2082.96,1.66,19366,75.69
2020-03-22,New York/New Jersey,Middle East,ro-ro,4.61,34.4,2294.69,2.5,25162,70.46
2018-10-14,Shanghai,Africa,bulk,5.65,9.18,1998.99,2.7,9586,75.95
2022-02-20,Long Beach,Middle East,bulk,2.74,27.65,1760.73,3.18,23248,76.22
2019-05-19,Los Angeles,Asia,tanker,7.46,15.55,447.78,1.57,10296,70.41
2024-06-23,Durban,Europe,tanker,4.97,24.62,2574.78,1.23,18050,72.67
2021-04-11,Santos,Asia,bulk,0.2,11.9,1588.5,1.56,22089,86.03
2018-09-09,Tanjung Priok,South America,container,2.14,1.44,1389.9,2.13,6525,85.29
2020-10-18,Long Beach,Africa,bulk,4.39,45.06,2041.52,1.73,21249,67.7
2024-11-24,Ningbo,Europe,ro-ro,3.01,29.84,1515.23,3.6,18103,75.03
2023-04-23,Los Angeles,Asia,tanker,4.78,32.43,2837.44,2.63,19425,70.71
2019-01-06,Houston,Asia,container,5.38,27.14,1656.41,3.75,27647,71.1
2015-07-26,Felixstowe,North America,tanker,4.88,29.75,2465.78,1.89,20913,71.32
2024-02-18,Houston,Middle East,ro-ro,3.81,9.4,1925.08,2.6,16175,79.56
2018-01-28,Tanjung Priok,Middle East,tanker,2.84,24.57,1580.72,2.5,16242,76.95
2017-02-12,Shanghai,Middle East,tanker,4.88,51.86,1987.23,1.91,15037,64.68
2018-11-18,Tanjung Priok,Middle East,tanker,3.78,14.03,1887.79,2.37,21133,78.23
2018-03-11,Colombo,Europe,tanker,0.2,47.98,3412.73,1.87,19405,75.21
2015-05-03,Savannah,North America,tanker,4.72,31.45,3057.95,2.86,18305,71.12
2024-05-12,Busan,Europe,tanker,6.46,54.63,2451.86,1.73,21359,60.69
2022-05-15,Durban,North America,ro-ro,9.82,13.45,789.41,3.1,8720,66.32
2021-05-09,Jebel Ali,Europe,tanker,1.97,73.64,2710.94,2.4,29064,63.97
2015-09-06,Ningbo,Asia,container,2.84,26.87,2452.47,3.93,15410,76.26
2016-02-07,Houston,Middle East,container,4.46,47.69,2594.81,3.19,22546,66.77
2016-05-01,Houston,Europe,container,2.73,17.44,1327.59,3.04,25381,79.31
2018-03-18,Hamburg,North America,tanker,5.81,32.72,3360.71,1.78,14296,68.56
2022-01-02,Singapore,North America,ro-ro,3.11,20.02,1901.39,2.3,14777,77.77
2021-09-26,New York/New Jersey,Middle East,ro-ro,2.98,34.79,3054.74,1.69,20977,73.6
2016-03-20,Manzanillo,Middle East,ro-ro,2.65,27.69,1579.08,2.48,21353,76.39
2018-01-14,Durban,North America,bulk,3.22,21.8,1678.19,1.94,25119,77.02
2023-10-22,Rotterdam,North America,tanker,3.32,12.58,1543.87,2.71,24201,79.59
2019-06-16,Hamburg,North America,container,3.15,16.6,1914.57,1.16,15058,78.72
2016-01-10,Hamburg,Middle East,container,5.05,28.51,1737.42,2.16,17100,71.35
